sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
goldmansachs,C:\Users\royw\Workspace\top1000\goldmansachs-gs-collections,C:\Users\royw\Workspace\top1000\goldmansachs-gs-collections,https://github.com/goldmansachs/gs-collections,gs-collections,A supplement or replacement for the Java Collections Framework.,Java,1535,15275,Mon Mar 14 15:59:02 CET 2016,true,226
dongjunkun,C:\Users\royw\Workspace\top1000\dongjunkun-DropDownMenu,C:\Users\royw\Workspace\top1000\dongjunkun-DropDownMenu,https://github.com/dongjunkun/DropDownMenu,DropDownMenu,一个实用的多条件筛选菜单,Java,1108,14933,Tue Jan 19 03:05:33 CET 2016,true,267
careercup,C:\Users\royw\Workspace\top1000\careercup-ctci,C:\Users\royw\Workspace\top1000\careercup-ctci,https://github.com/careercup/ctci,ctci,Cracking the Coding Interview 5th Edition,Java,2310,5088,Tue May 31 23:20:45 CEST 2016,true,1527
dropwizard,C:\Users\royw\Workspace\top1000\dropwizard-metrics,C:\Users\royw\Workspace\top1000\dropwizard-metrics,https://github.com/dropwizard/metrics,metrics,:chart_with_upwards_trend: Capturing JVM- and application-level metrics. So you know what's going on.,Java,4001,19554,Thu Jun 02 04:04:02 CEST 2016,true,1070
joelittlejohn,C:\Users\royw\Workspace\top1000\joelittlejohn-jsonschema2pojo,C:\Users\royw\Workspace\top1000\joelittlejohn-jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,jsonschema2pojo,Generates Java types from JSON Schema (or example JSON) and annotates those types for data-binding with Jackson 1.x or 2.x Gson etc,Java,1831,6508,Mon May 23 22:14:23 CEST 2016,true,596
vipulasri,C:\Users\royw\Workspace\top1000\vipulasri-Timeline-View,C:\Users\royw\Workspace\top1000\vipulasri-Timeline-View,https://github.com/vipulasri/Timeline-View,Timeline-View,Android Timeline View  is used to display views like Tracking of shipment/order steppers etc. ,Java,753,2684,Tue May 24 15:30:56 CEST 2016,true,128
badoualy,C:\Users\royw\Workspace\top1000\badoualy-morphy-toolbar,C:\Users\royw\Workspace\top1000\badoualy-morphy-toolbar,https://github.com/badoualy/morphy-toolbar,morphy-toolbar,A morphing toolbar that can expand/collapse at anytime,Java,808,5740,Fri May 27 09:03:03 CEST 2016,true,87
ratpack,C:\Users\royw\Workspace\top1000\ratpack-ratpack,C:\Users\royw\Workspace\top1000\ratpack-ratpack,https://github.com/ratpack/ratpack,ratpack,A toolkit for JVM web applications,Java,1104,22872,Tue May 31 20:06:37 CEST 2016,true,257
Cutta,C:\Users\royw\Workspace\top1000\Cutta-GifView,C:\Users\royw\Workspace\top1000\Cutta-GifView,https://github.com/Cutta/GifView,GifView,Library for playing gifs on Android,Java,912,16645,Mon Apr 25 08:48:14 CEST 2016,true,130
chrisbanes,C:\Users\royw\Workspace\top1000\chrisbanes-Android-BitmapCache,C:\Users\royw\Workspace\top1000\chrisbanes-Android-BitmapCache,https://github.com/chrisbanes/Android-BitmapCache,Android-BitmapCache,Android-BitmapCache is a specialised cache for use with Android Bitmap objects.,Java,822,1302,Fri Nov 22 17:08:21 CET 2013,true,239
nostra13,C:\Users\royw\Workspace\top1000\nostra13-Android-Universal-Image-Loader,C:\Users\royw\Workspace\top1000\nostra13-Android-Universal-Image-Loader,https://github.com/nostra13/Android-Universal-Image-Loader,Android-Universal-Image-Loader,Powerful and flexible library for loading caching and displaying images on Android.,Java,13038,25335,Mon Mar 07 22:23:31 CET 2016,true,5913
Skykai521,C:\Users\royw\Workspace\top1000\Skykai521-StickerCamera,C:\Users\royw\Workspace\top1000\Skykai521-StickerCamera,https://github.com/Skykai521/StickerCamera,StickerCamera,This is an Android application with camerapicture croppingcollage sticking and tagging.贴纸标签相机功能:拍照相片裁剪给图片贴贴纸打标签。,Java,1560,9695,Fri Nov 20 18:58:31 CET 2015,true,471
roomorama,C:\Users\royw\Workspace\top1000\roomorama-Caldroid,C:\Users\royw\Workspace\top1000\roomorama-Caldroid,https://github.com/roomorama/Caldroid,Caldroid,A better calendar for Android,Java,1066,4180,Sat May 28 13:36:50 CEST 2016,true,475
TwidereProject,C:\Users\royw\Workspace\top1000\TwidereProject-Twidere-Android,C:\Users\royw\Workspace\top1000\TwidereProject-Twidere-Android,https://github.com/TwidereProject/Twidere-Android,Twidere-Android,,Java,873,107192,Tue May 31 07:13:36 CEST 2016,true,208
gephi,C:\Users\royw\Workspace\top1000\gephi-gephi,C:\Users\royw\Workspace\top1000\gephi-gephi,https://github.com/gephi/gephi,gephi,trunk,Java,1468,393715,Fri May 13 17:17:13 CEST 2016,true,950
zxing,C:\Users\royw\Workspace\top1000\zxing-zxing,C:\Users\royw\Workspace\top1000\zxing-zxing,https://github.com/zxing/zxing,zxing,Official ZXing ("Zebra Crossing") project home,Java,9094,266775,Wed May 25 21:14:39 CEST 2016,true,5064
cundong,C:\Users\royw\Workspace\top1000\cundong-ZhihuPaper,C:\Users\royw\Workspace\top1000\cundong-ZhihuPaper,https://github.com/cundong/ZhihuPaper,ZhihuPaper,一个知乎日报客户端 ,Java,751,17033,Tue Jul 28 04:24:47 CEST 2015,true,368
mihaip,C:\Users\royw\Workspace\top1000\mihaip-dex-method-counts,C:\Users\royw\Workspace\top1000\mihaip-dex-method-counts,https://github.com/mihaip/dex-method-counts,dex-method-counts,Command-line tool to count per-package methods in Android .dex files,Java,1823,206,Sat May 28 18:31:34 CEST 2016,true,291
elevenetc,C:\Users\royw\Workspace\top1000\elevenetc-TextSurface,C:\Users\royw\Workspace\top1000\elevenetc-TextSurface,https://github.com/elevenetc/TextSurface,TextSurface,A little animation framework which could help you to show message in a nice looking way,Java,1488,2341,Wed Feb 10 23:40:49 CET 2016,true,168
biezhi,C:\Users\royw\Workspace\top1000\biezhi-blade,C:\Users\royw\Workspace\top1000\biezhi-blade,https://github.com/biezhi/blade,blade,:rocket: A Simple Elegant Java Web Framework! website →,Java,1474,5850,Tue Apr 26 09:24:02 CEST 2016,true,281
AsyncHttpClient,C:\Users\royw\Workspace\top1000\AsyncHttpClient-async-http-client,C:\Users\royw\Workspace\top1000\AsyncHttpClient-async-http-client,https://github.com/AsyncHttpClient/async-http-client,async-http-client,Asynchronous Http and WebSocket Client library for Java ,Java,2908,21701,Wed Jun 01 23:55:26 CEST 2016,true,873
mongodb,C:\Users\royw\Workspace\top1000\mongodb-mongo-hadoop,C:\Users\royw\Workspace\top1000\mongodb-mongo-hadoop,https://github.com/mongodb/mongo-hadoop,mongo-hadoop,MongoDB Connector for Hadoop,Java,1115,91066,Wed May 25 16:58:52 CEST 2016,false,470
H07000223,C:\Users\royw\Workspace\top1000\H07000223-FlycoTabLayout,C:\Users\royw\Workspace\top1000\H07000223-FlycoTabLayout,https://github.com/H07000223/FlycoTabLayout,FlycoTabLayout,An Android TabLayout Lib,Java,1727,2596,Sat May 21 10:29:49 CEST 2016,true,414
qklabs,C:\Users\royw\Workspace\top1000\qklabs-qksms,C:\Users\royw\Workspace\top1000\qklabs-qksms,https://github.com/qklabs/qksms,qksms,The most beautiful SMS messenger app for Android,Java,1110,6015,Mon May 30 17:56:39 CEST 2016,true,247
koush,C:\Users\royw\Workspace\top1000\koush-AndroidAsync,C:\Users\royw\Workspace\top1000\koush-AndroidAsync,https://github.com/koush/AndroidAsync,AndroidAsync,Asynchronous socket http (client+server) websocket and socket.io library for android. Based on nio not threads.,Java,3377,4412,Tue May 24 18:51:32 CEST 2016,true,964
sparklemotion,C:\Users\royw\Workspace\top1000\sparklemotion-nokogiri,C:\Users\royw\Workspace\top1000\sparklemotion-nokogiri,https://github.com/sparklemotion/nokogiri,nokogiri,Nokogiri (鋸) is an HTML XML SAX and Reader parser with XPath and CSS selector support.,Java,3877,33937,Tue May 31 14:54:37 CEST 2016,true,545
rstudio,C:\Users\royw\Workspace\top1000\rstudio-rstudio,C:\Users\royw\Workspace\top1000\rstudio-rstudio,https://github.com/rstudio/rstudio,rstudio,RStudio is an integrated development environment (IDE) for R,Java,1336,95497,Thu Jun 02 07:03:21 CEST 2016,false,339
dmytrodanylyk,C:\Users\royw\Workspace\top1000\dmytrodanylyk-shadow-layout,C:\Users\royw\Workspace\top1000\dmytrodanylyk-shadow-layout,https://github.com/dmytrodanylyk/shadow-layout,shadow-layout,Android Shadow Layout,Java,749,446,Sat Sep 12 18:56:47 CEST 2015,true,113
Todd-Davies,C:\Users\royw\Workspace\top1000\Todd-Davies-ProgressWheel,C:\Users\royw\Workspace\top1000\Todd-Davies-ProgressWheel,https://github.com/Todd-Davies/ProgressWheel,ProgressWheel,A progress wheel for android intended for use instead of the standard progress bar.,Java,1865,370,Mon Apr 18 20:07:34 CEST 2016,true,696
javaee-samples,C:\Users\royw\Workspace\top1000\javaee-samples-javaee7-samples,C:\Users\royw\Workspace\top1000\javaee-samples-javaee7-samples,https://github.com/javaee-samples/javaee7-samples,javaee7-samples,Java EE 7 Samples,Java,1348,4146,Tue May 31 18:10:36 CEST 2016,true,1051
rudsonlive,C:\Users\royw\Workspace\top1000\rudsonlive-NavigationDrawer-MaterialDesign,C:\Users\royw\Workspace\top1000\rudsonlive-NavigationDrawer-MaterialDesign,https://github.com/rudsonlive/NavigationDrawer-MaterialDesign,NavigationDrawer-MaterialDesign,Library Navigation drawer material design,Java,838,3132,Sat Mar 12 14:57:08 CET 2016,true,253
smanikandan14,C:\Users\royw\Workspace\top1000\smanikandan14-Volley-demo,C:\Users\royw\Workspace\top1000\smanikandan14-Volley-demo,https://github.com/smanikandan14/Volley-demo,Volley-demo,An demonstration of Volley - HTTP library announced by google in I/O 2013. Illustrates JSONRequestStringRequest Image caching.,Java,832,1996,Mon Mar 28 13:52:22 CEST 2016,true,459
pedrovgs,C:\Users\royw\Workspace\top1000\pedrovgs-DraggablePanel,C:\Users\royw\Workspace\top1000\pedrovgs-DraggablePanel,https://github.com/pedrovgs/DraggablePanel,DraggablePanel,Android library used to create an awesome Android UI based on a draggable element similar to the last YouTube graphic component.,Java,2082,108169,Thu May 12 19:44:43 CEST 2016,true,419
stephanenicolas,C:\Users\royw\Workspace\top1000\stephanenicolas-Quality-Tools-for-Android,C:\Users\royw\Workspace\top1000\stephanenicolas-Quality-Tools-for-Android,https://github.com/stephanenicolas/Quality-Tools-for-Android,Quality-Tools-for-Android,,Java,1109,4430,Sat Dec 19 08:02:35 CET 2015,true,191
AndroidBootstrap,C:\Users\royw\Workspace\top1000\AndroidBootstrap-android-bootstrap,C:\Users\royw\Workspace\top1000\AndroidBootstrap-android-bootstrap,https://github.com/AndroidBootstrap/android-bootstrap,android-bootstrap,A template/bootstrap/boilerplate application that includes tons of great open source tools and frameworks. ,Java,4129,1917,Thu Dec 03 00:54:05 CET 2015,true,1289
code-troopers,C:\Users\royw\Workspace\top1000\code-troopers-android-betterpickers,C:\Users\royw\Workspace\top1000\code-troopers-android-betterpickers,https://github.com/code-troopers/android-betterpickers,android-betterpickers,Android library for better Picker DialogFragments,Java,2047,16875,Thu Jun 02 09:47:52 CEST 2016,true,498
undertow-io,C:\Users\royw\Workspace\top1000\undertow-io-undertow,C:\Users\royw\Workspace\top1000\undertow-io-undertow,https://github.com/undertow-io/undertow,undertow,High performance non-blocking webserver,Java,1034,21415,Thu Jun 02 09:32:41 CEST 2016,false,353
qiujuer,C:\Users\royw\Workspace\top1000\qiujuer-Genius-Android,C:\Users\royw\Workspace\top1000\qiujuer-Genius-Android,https://github.com/qiujuer/Genius-Android,Genius-Android,Android Material Design Theme UI and Tool Library.,Java,1497,53106,Wed Jun 01 11:17:46 CEST 2016,true,491
thest1,C:\Users\royw\Workspace\top1000\thest1-LazyList,C:\Users\royw\Workspace\top1000\thest1-LazyList,https://github.com/thest1/LazyList,LazyList,Lazy load of images in Android,Java,1182,366,Fri Apr 03 08:18:33 CEST 2015,true,531
code-mc,C:\Users\royw\Workspace\top1000\code-mc-loadtoast,C:\Users\royw\Workspace\top1000\code-mc-loadtoast,https://github.com/code-mc/loadtoast,loadtoast,Pretty material design toasts with feedback animations,Java,1050,1355,Sat Jan 30 21:58:17 CET 2016,true,177
saiwu-bigkoo,C:\Users\royw\Workspace\top1000\saiwu-bigkoo-Android-ConvenientBanner,C:\Users\royw\Workspace\top1000\saiwu-bigkoo-Android-ConvenientBanner,https://github.com/saiwu-bigkoo/Android-ConvenientBanner,Android-ConvenientBanner,Simple and convenient banner loop viewpager with 3D effects,Java,1149,12367,Thu Mar 24 12:39:09 CET 2016,true,428
emilsjolander,C:\Users\royw\Workspace\top1000\emilsjolander-sprinkles,C:\Users\royw\Workspace\top1000\emilsjolander-sprinkles,https://github.com/emilsjolander/sprinkles,sprinkles,Sprinkles is a boiler-plate-reduction-library for dealing with databases in android applications,Java,779,2700,Sat May 31 19:33:25 CEST 2014,true,86
motianhuo,C:\Users\royw\Workspace\top1000\motianhuo-VCameraDemo,C:\Users\royw\Workspace\top1000\motianhuo-VCameraDemo,https://github.com/motianhuo/VCameraDemo,VCameraDemo,微信小视频+秒拍FFmpeg库封装,Java,748,35568,Thu Mar 24 08:32:50 CET 2016,true,307
brettwooldridge,C:\Users\royw\Workspace\top1000\brettwooldridge-HikariCP,C:\Users\royw\Workspace\top1000\brettwooldridge-HikariCP,https://github.com/brettwooldridge/HikariCP,HikariCP,光 HikariCP・A solid high-performance JDBC connection pool at last.,Java,2788,8172,Thu May 26 01:53:44 CEST 2016,true,380
hamcrest,C:\Users\royw\Workspace\top1000\hamcrest-JavaHamcrest,C:\Users\royw\Workspace\top1000\hamcrest-JavaHamcrest,https://github.com/hamcrest/JavaHamcrest,JavaHamcrest,Java (and original) version of Hamcrest,Java,849,21279,Sun May 29 18:44:02 CEST 2016,true,159
jfeinstein10,C:\Users\royw\Workspace\top1000\jfeinstein10-JazzyViewPager,C:\Users\royw\Workspace\top1000\jfeinstein10-JazzyViewPager,https://github.com/jfeinstein10/JazzyViewPager,JazzyViewPager,An easy to use ViewPager that adds an awesome set of custom swiping animations. Just change your ViewPagers to JazzyViewPagers two more steps and you're good to go!,Java,2088,995,Mon Aug 31 01:33:20 CEST 2015,true,830
MiguelCatalan,C:\Users\royw\Workspace\top1000\MiguelCatalan-MaterialSearchView,C:\Users\royw\Workspace\top1000\MiguelCatalan-MaterialSearchView,https://github.com/MiguelCatalan/MaterialSearchView,MaterialSearchView,Cute library to implement SearchView in a Material Design Approach,Java,1204,4683,Mon May 30 23:15:08 CEST 2016,true,201
SpongePowered,C:\Users\royw\Workspace\top1000\SpongePowered-SpongeForge,C:\Users\royw\Workspace\top1000\SpongePowered-SpongeForge,https://github.com/SpongePowered/SpongeForge,SpongeForge,A Forge mod that implements SpongeAPI,Java,871,8030,Thu Jun 02 07:37:13 CEST 2016,true,343
vrapper,C:\Users\royw\Workspace\top1000\vrapper-vrapper,C:\Users\royw\Workspace\top1000\vrapper-vrapper,https://github.com/vrapper/vrapper,vrapper,Vim-like editing in Eclipse,Java,775,10309,Fri May 27 23:06:50 CEST 2016,true,103
recruit-lifestyle,C:\Users\royw\Workspace\top1000\recruit-lifestyle-WaveSwipeRefreshLayout,C:\Users\royw\Workspace\top1000\recruit-lifestyle-WaveSwipeRefreshLayout,https://github.com/recruit-lifestyle/WaveSwipeRefreshLayout,WaveSwipeRefreshLayout,,Java,1246,7516,Sat Feb 06 18:52:29 CET 2016,true,305
LitePalFramework,C:\Users\royw\Workspace\top1000\LitePalFramework-LitePal,C:\Users\royw\Workspace\top1000\LitePalFramework-LitePal,https://github.com/LitePalFramework/LitePal,LitePal,An Android library that allows developers to use SQLite database extremely easy.,Java,1549,2639,Tue May 24 15:35:08 CEST 2016,true,573
lapism,C:\Users\royw\Workspace\top1000\lapism-SearchView,C:\Users\royw\Workspace\top1000\lapism-SearchView,https://github.com/lapism/SearchView,SearchView,Persistent SearchView Library in Material Design.,Java,885,1982,Tue May 31 20:15:17 CEST 2016,true,158
mttkay,C:\Users\royw\Workspace\top1000\mttkay-ignition,C:\Users\royw\Workspace\top1000\mttkay-ignition,https://github.com/mttkay/ignition,ignition,Kick-starts Android application development.,Java,1319,3819,Thu Jan 31 17:08:04 CET 2013,true,329
raphw,C:\Users\royw\Workspace\top1000\raphw-byte-buddy,C:\Users\royw\Workspace\top1000\raphw-byte-buddy,https://github.com/raphw/byte-buddy,byte-buddy,Runtime code generation for the Java virtual machine.,Java,942,191779,Wed Jun 01 16:08:52 CEST 2016,true,82
yigit,C:\Users\royw\Workspace\top1000\yigit-android-priority-jobqueue,C:\Users\royw\Workspace\top1000\yigit-android-priority-jobqueue,https://github.com/yigit/android-priority-jobqueue,android-priority-jobqueue,A Job Queue specifically written for Android to easily schedule jobs (tasks) that run in the background improving UX and application stability.,Java,1057,14451,Thu Jun 02 10:29:31 CEST 2016,true,122
Yalantis,C:\Users\royw\Workspace\top1000\Yalantis-GuillotineMenu-Android,C:\Users\royw\Workspace\top1000\Yalantis-GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,GuillotineMenu-Android,Neat library that provides a simple way to implement guillotine-styled animation,Java,1791,3951,Wed May 11 17:12:52 CEST 2016,true,365
OpenRefine,C:\Users\royw\Workspace\top1000\OpenRefine-OpenRefine,C:\Users\royw\Workspace\top1000\OpenRefine-OpenRefine,https://github.com/OpenRefine/OpenRefine,OpenRefine,OpenRefine is a free open source power tool for working with messy data and improving it,Java,3728,283821,Tue May 17 21:10:31 CEST 2016,true,654
square,C:\Users\royw\Workspace\top1000\square-retrofit,C:\Users\royw\Workspace\top1000\square-retrofit,https://github.com/square/retrofit,retrofit,Type-safe HTTP client for Android and Java by Square Inc.,Java,12881,59809,Thu May 26 22:46:43 CEST 2016,true,2575
apache,C:\Users\royw\Workspace\top1000\apache-tomcat,C:\Users\royw\Workspace\top1000\apache-tomcat,https://github.com/apache/tomcat,tomcat,Mirror of Apache Tomcat,Java,934,58886,Thu Jun 02 00:31:43 CEST 2016,false,763
liquibase,C:\Users\royw\Workspace\top1000\liquibase-liquibase,C:\Users\royw\Workspace\top1000\liquibase-liquibase,https://github.com/liquibase/liquibase,liquibase,Main Liquibase Source,Java,925,115653,Thu Jun 02 08:31:42 CEST 2016,false,658
orfjackal,C:\Users\royw\Workspace\top1000\orfjackal-retrolambda,C:\Users\royw\Workspace\top1000\orfjackal-retrolambda,https://github.com/orfjackal/retrolambda,retrolambda,Backport of Java 8's lambda expressions to Java 7 6 and 5,Java,2352,1202,Sat Apr 30 15:25:15 CEST 2016,true,155
dmytrodanylyk,C:\Users\royw\Workspace\top1000\dmytrodanylyk-android-process-button,C:\Users\royw\Workspace\top1000\dmytrodanylyk-android-process-button,https://github.com/dmytrodanylyk/android-process-button,android-process-button,Android Buttons With Built-in Progress Meters.,Java,2125,3491,Mon Jan 11 12:17:11 CET 2016,true,485
googlemaps,C:\Users\royw\Workspace\top1000\googlemaps-android-maps-utils,C:\Users\royw\Workspace\top1000\googlemaps-android-maps-utils,https://github.com/googlemaps/android-maps-utils,android-maps-utils,Handy extensions to the Google Maps Android API.,Java,1465,4575,Thu Jun 02 07:06:27 CEST 2016,true,694
wingjay,C:\Users\royw\Workspace\top1000\wingjay-BlurImageView,C:\Users\royw\Workspace\top1000\wingjay-BlurImageView,https://github.com/wingjay/BlurImageView,BlurImageView,BlurImageView you can load your image progressively like Medium.First show user a blurry image At the same time load the real image once loaded replace the blurry one automatically,Java,826,31056,Fri Apr 22 13:08:49 CEST 2016,true,131
OpenGrok,C:\Users\royw\Workspace\top1000\OpenGrok-OpenGrok,C:\Users\royw\Workspace\top1000\OpenGrok-OpenGrok,https://github.com/OpenGrok/OpenGrok,OpenGrok,Main {OpenGrok git repository,Java,824,15461,Wed Jun 01 17:04:05 CEST 2016,true,197
blackfizz,C:\Users\royw\Workspace\top1000\blackfizz-EazeGraph,C:\Users\royw\Workspace\top1000\blackfizz-EazeGraph,https://github.com/blackfizz/EazeGraph,EazeGraph,An Android chart and graph library,Java,1024,1663,Mon Oct 05 16:15:27 CEST 2015,true,189
hanks-zyh,C:\Users\royw\Workspace\top1000\hanks-zyh-HTextView,C:\Users\royw\Workspace\top1000\hanks-zyh-HTextView,https://github.com/hanks-zyh/HTextView,HTextView,Animation effects to TextView,Java,2080,6438,Thu Feb 04 07:32:51 CET 2016,true,330
Q42,C:\Users\royw\Workspace\top1000\Q42-AndroidScrollingImageView,C:\Users\royw\Workspace\top1000\Q42-AndroidScrollingImageView,https://github.com/Q42/AndroidScrollingImageView,AndroidScrollingImageView,An Android view for displaying repeated continuous side scrolling images. This can be used to create a parallax animation effect.,Java,928,1582,Tue Mar 22 15:16:38 CET 2016,true,144
yui,C:\Users\royw\Workspace\top1000\yui-yuicompressor,C:\Users\royw\Workspace\top1000\yui-yuicompressor,https://github.com/yui/yuicompressor,yuicompressor,YUI Compressor,Java,2176,9695,Mon Apr 25 21:15:32 CEST 2016,true,514
Yalantis,C:\Users\royw\Workspace\top1000\Yalantis-StarWars.Android,C:\Users\royw\Workspace\top1000\Yalantis-StarWars.Android,https://github.com/Yalantis/StarWars.Android,StarWars.Android,This component implements transition animation to crumble view into tiny pieces.,Java,1177,18283,Fri Mar 25 18:49:56 CET 2016,true,198
PaperAirplane-Dev-Team,C:\Users\royw\Workspace\top1000\PaperAirplane-Dev-Team-BlackLight,C:\Users\royw\Workspace\top1000\PaperAirplane-Dev-Team-BlackLight,https://github.com/PaperAirplane-Dev-Team/BlackLight,BlackLight,A light Sina Weibo client for Android,Java,775,15555,Wed Mar 02 17:08:12 CET 2016,true,236
jfeinstein10,C:\Users\royw\Workspace\top1000\jfeinstein10-SlidingMenu,C:\Users\royw\Workspace\top1000\jfeinstein10-SlidingMenu,https://github.com/jfeinstein10/SlidingMenu,SlidingMenu,An Android library that allows you to easily create applications with slide-in menus. You may use it in your Android apps provided that you cite this project and include the license in your app. Thanks!,Java,9427,32085,Mon Feb 29 02:30:55 CET 2016,true,5409
JakeWharton,C:\Users\royw\Workspace\top1000\JakeWharton-u2020,C:\Users\royw\Workspace\top1000\JakeWharton-u2020,https://github.com/JakeWharton/u2020,u2020,A sample Android app which showcases advanced usage of Dagger among other open source libraries.,Java,3746,11438,Thu May 05 01:40:29 CEST 2016,true,735
wasabeef,C:\Users\royw\Workspace\top1000\wasabeef-Blurry,C:\Users\royw\Workspace\top1000\wasabeef-Blurry,https://github.com/wasabeef/Blurry,Blurry,Blurry is an easy blur library for Android,Java,1757,2063,Thu Apr 21 08:07:17 CEST 2016,true,210
gabrielemariotti,C:\Users\royw\Workspace\top1000\gabrielemariotti-changeloglib,C:\Users\royw\Workspace\top1000\gabrielemariotti-changeloglib,https://github.com/gabrielemariotti/changeloglib,changeloglib,Android Library to display your changelog,Java,768,3690,Wed Apr 13 21:39:32 CEST 2016,true,122
jgilfelt,C:\Users\royw\Workspace\top1000\jgilfelt-android-mapviewballoons,C:\Users\royw\Workspace\top1000\jgilfelt-android-mapviewballoons,https://github.com/jgilfelt/android-mapviewballoons,android-mapviewballoons,[DEPRECATED] Simple information balloon annotation for Android MapView,Java,898,507,Thu Dec 17 17:35:54 CET 2015,false,431
alibaba,C:\Users\royw\Workspace\top1000\alibaba-otter,C:\Users\royw\Workspace\top1000\alibaba-otter,https://github.com/alibaba/otter,otter,阿里巴巴分布式数据库同步系统(解决中美异地机房),Java,1184,10111,Tue May 10 04:34:24 CEST 2016,true,614
splitwise,C:\Users\royw\Workspace\top1000\splitwise-TokenAutoComplete,C:\Users\royw\Workspace\top1000\splitwise-TokenAutoComplete,https://github.com/splitwise/TokenAutoComplete,TokenAutoComplete,Gmail style MultiAutoCompleteTextView for Android,Java,770,838,Thu May 12 17:22:13 CEST 2016,true,220
jberkel,C:\Users\royw\Workspace\top1000\jberkel-sms-backup-plus,C:\Users\royw\Workspace\top1000\jberkel-sms-backup-plus,https://github.com/jberkel/sms-backup-plus,sms-backup-plus,Backup Android SMS MMS and call log to Gmail / Gcal / IMAP,Java,971,11761,Fri May 27 13:36:44 CEST 2016,true,342
youtube,C:\Users\royw\Workspace\top1000\youtube-api-samples,C:\Users\royw\Workspace\top1000\youtube-api-samples,https://github.com/youtube/api-samples,api-samples,Code samples for YouTube APIs including the YouTube Data API YouTube Analytics API and YouTube Live Streaming API. The repo contains language-specific directories that contain the samples.,Java,856,771,Fri May 06 21:26:17 CEST 2016,true,792
SpongePowered,C:\Users\royw\Workspace\top1000\SpongePowered-SpongeAPI,C:\Users\royw\Workspace\top1000\SpongePowered-SpongeAPI,https://github.com/SpongePowered/SpongeAPI,SpongeAPI,A Minecraft plugin API,Java,851,23184,Thu Jun 02 06:54:17 CEST 2016,true,352
aws,C:\Users\royw\Workspace\top1000\aws-aws-sdk-java,C:\Users\royw\Workspace\top1000\aws-aws-sdk-java,https://github.com/aws/aws-sdk-java,aws-sdk-java,The official AWS SDK for Java.,Java,1428,259755,Tue May 31 22:29:41 CEST 2016,true,1021
google,C:\Users\royw\Workspace\top1000\google-error-prone,C:\Users\royw\Workspace\top1000\google-error-prone,https://github.com/google/error-prone,error-prone,Catch common Java mistakes as compile-time errors,Java,1182,51882,Thu Jun 02 04:27:22 CEST 2016,true,108
romannurik,C:\Users\royw\Workspace\top1000\romannurik-muzei,C:\Users\royw\Workspace\top1000\romannurik-muzei,https://github.com/romannurik/muzei,muzei,Muzei Live Wallpaper for Android,Java,2448,15354,Thu Jun 02 09:31:32 CEST 2016,true,626
twitter,C:\Users\royw\Workspace\top1000\twitter-commons,C:\Users\royw\Workspace\top1000\twitter-commons,https://github.com/twitter/commons,commons,Twitter common libraries for python and the JVM,Java,1128,117130,Mon May 16 22:54:29 CEST 2016,true,294
yqritc,C:\Users\royw\Workspace\top1000\yqritc-RecyclerView-FlexibleDivider,C:\Users\royw\Workspace\top1000\yqritc-RecyclerView-FlexibleDivider,https://github.com/yqritc/RecyclerView-FlexibleDivider,RecyclerView-FlexibleDivider,Android library providing simple way to control divider items (ItemDecoration) of RecyclerView,Java,915,3789,Thu May 26 13:48:02 CEST 2016,true,166
google,C:\Users\royw\Workspace\top1000\google-binnavi,C:\Users\royw\Workspace\top1000\google-binnavi,https://github.com/google/binnavi,binnavi,BinNavi is a binary analysis IDE that allows to inspect navigate edit and annotate control flow graphs and call graphs of disassembled code.,Java,1865,132790,Mon May 30 11:14:52 CEST 2016,true,325
daimajia,C:\Users\royw\Workspace\top1000\daimajia-NumberProgressBar,C:\Users\royw\Workspace\top1000\daimajia-NumberProgressBar,https://github.com/daimajia/NumberProgressBar,NumberProgressBar,A beautiful slim Android ProgressBar.,Java,2750,178,Tue Feb 02 07:51:58 CET 2016,true,873
SimonVT,C:\Users\royw\Workspace\top1000\SimonVT-android-menudrawer,C:\Users\royw\Workspace\top1000\SimonVT-android-menudrawer,https://github.com/SimonVT/android-menudrawer,android-menudrawer,*DEPRECATED* A slide-out menu implementation which allows users to navigate between views in your app.,Java,2605,5057,Mon Jun 30 17:29:28 CEST 2014,true,1266
Bearded-Hen,C:\Users\royw\Workspace\top1000\Bearded-Hen-Android-Bootstrap,C:\Users\royw\Workspace\top1000\Bearded-Hen-Android-Bootstrap,https://github.com/Bearded-Hen/Android-Bootstrap,Android-Bootstrap,Bootstrap style widgets for Android with Glyph Icons,Java,5215,14691,Wed Jun 01 12:24:28 CEST 2016,true,1191
toddway,C:\Users\royw\Workspace\top1000\toddway-MaterialTransitions,C:\Users\royw\Workspace\top1000\toddway-MaterialTransitions,https://github.com/toddway/MaterialTransitions,MaterialTransitions,Sample material transition animations for Android,Java,938,977,Tue Nov 24 15:47:42 CET 2015,true,162
orhanobut,C:\Users\royw\Workspace\top1000\orhanobut-hawk,C:\Users\royw\Workspace\top1000\orhanobut-hawk,https://github.com/orhanobut/hawk,hawk,Secure Simple Key-Value Storage for Android,Java,1576,857,Mon May 30 10:22:46 CEST 2016,true,164
